City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
492,Bjornevatn,NO,39.2,overcast clouds,69.67,29.98,Snowhotel Kirkenes | Gamme Northern Lights Cabins
495,Tromso,NO,48.2,broken clouds,69.65,18.96,"Radisson Blu Hotel, Tromsø"
497,Berlevag,NO,41.0,clear sky,70.86,29.09,Kvitbrakka
501,Istria,RO,41.0,fog,44.57,28.72,
502,Rio Gallegos,AR,46.4,clear sky,-51.62,-69.22,Hotel Santa Cruz
504,Rio Claro,BR,54.21,clear sky,-22.41,-47.56,Hotel Vivendas Rio Claro by Atlantica
505,Mehamn,NO,41.0,clear sky,71.04,27.85,Mehamn Arctic Hotel AS
506,Yumen,CN,51.33,clear sky,40.28,97.2,
507,Coos Bay,US,46.99,clear sky,43.37,-124.22,Best Western Holiday Hotel
509,Purpe,RU,23.56,broken clouds,64.48,76.69,Gostinitsa Severnoye Siyaniye
511,Champerico,GT,69.01,light rain,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
512,Zambezi,ZM,67.75,few clouds,-13.54,23.1,Royal Kutachika Lodge
513,Santiago,CL,61.0,clear sky,-33.46,-70.65,Hotel Panamericano
514,Kemise,ET,67.23,clear sky,10.72,39.87,Chefa Valley Hotel
515,Ust-Tsilma,RU,31.64,overcast clouds,65.44,52.15,U Praskov'i
518,Ostersund,SE,45.0,overcast clouds,63.18,14.64,Best Western Hotel Gamla Teatern
519,Yabrud,SY,59.0,broken clouds,33.97,36.66,صالون مها حيدر - Salon Maha
520,Wanaka,NZ,58.59,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
521,Listvyanka,RU,30.2,clear sky,51.85,104.87,"Istlend, Gornolyzhnyy Tsentr"
522,Preston,GB,52.0,light rain,53.77,-2.72,Legacy Preston International Hotel - managed by Legacy Hotels and Resort
523,Tahoua,NE,73.9,clear sky,14.89,5.27,Bungalows Guesthouse
524,Tocopilla,CL,60.15,clear sky,-22.09,-70.2,Hotel Galvarino
527,Ankang,CN,68.36,light rain,32.68,109.02,安琪酒店
528,Fukue,JP,62.6,broken clouds,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
529,Imbituba,BR,62.6,broken clouds,-28.24,-48.67,Praia Hotel Imbituba
530,Shieli,KZ,57.9,clear sky,44.17,66.75,Gostinitsa Aybek Shieli
533,Kiama,AU,72.0,broken clouds,-34.68,150.87,The Sebel Kiama Harbourside
535,Sisimiut,GL,26.67,light snow,66.94,-53.67,Hotel Sisimiut
537,Tulun,RU,27.7,broken clouds,54.56,100.58,Квартира
540,Gifhorn,DE,62.6,overcast clouds,52.48,10.55,Morada Hotel Gifhorn
541,Tazovskiy,RU,18.82,overcast clouds,67.47,78.7,TazHostel
545,Gat,IL,69.01,overcast clouds,31.61,34.76,OlusHome
546,Vikhorevka,RU,24.8,broken clouds,56.12,101.16,Pansionat Sosnovyye Rodniki
547,Leh,IN,35.37,clear sky,34.17,77.58,Hotel Ladakh Greens
548,Vila Velha,BR,68.0,broken clouds,-20.33,-40.29,Hotel Vitória Palace
550,Scarborough,GB,61.0,overcast clouds,54.28,-0.4,Ambassador
551,Pampa,US,50.0,clear sky,35.54,-100.96,Holiday Inn Express & Suites Pampa
552,Imuris,MX,68.68,few clouds,30.78,-110.87,"SINAÍ DE ÍMURIS CASA HOGAR, A.C."
553,Tarauaca,BR,71.08,scattered clouds,-8.16,-70.77,Flat Temporada
555,Noyabrsk,RU,23.34,scattered clouds,63.2,75.45,Hotel Uyutnaya
557,Devils Lake,US,37.4,clear sky,48.11,-98.87,Holiday Inn Express Devils Lake
559,Coquimbo,CL,55.4,overcast clouds,-29.95,-71.34,Hotel San Juan
561,Cocentaina,ES,57.0,clear sky,38.74,-0.44,Hotel Odon
563,Rockport,US,66.0,clear sky,28.02,-97.05,Holiday Inn Express & Suites Rockport - Bay View
564,Vila Franca Do Campo,PT,62.6,few clouds,37.72,-25.43,Pestana Bahia Praia
565,Barstow,US,66.2,clear sky,34.9,-117.02,"Motel 6 Barstow, CA"
567,Koltubanovskiy,RU,39.72,few clouds,52.94,52.03,"Resort ""Pivol'e"""
569,Ginda,IN,69.8,haze,30.69,78.49,Bal uma sankar hotel and restaurant
570,Anqiu,CN,62.85,clear sky,36.43,119.19,Super 8 Anqiu Heping Road Coach Station
572,Xinzhi,CN,57.67,clear sky,36.5,111.7,Mingyue Hotel
574,Yinchuan,CN,49.23,clear sky,38.47,106.27,JJ Inns - Yinchuan New Moon Square Branch
575,Constancia,MX,75.0,scattered clouds,24.22,-107.19,
577,Lapua,FI,46.99,overcast clouds,62.97,23.01,Ravintola TexWilder
578,Constantine,DZ,46.4,clear sky,36.37,6.61,Grand Hotel Cirta
579,Estelle,US,63.0,clear sky,29.85,-90.11,Comfort Inn Marrero - New Orleans West
580,Byron Bay,AU,73.99,overcast clouds,-28.65,153.62,Backpackers Inn on the Beach
581,Koutsouras,GR,64.99,clear sky,35.03,25.95,The White Houses
582,Tuscaloosa,US,53.6,clear sky,33.21,-87.57,Hampton Inn Tuscaloosa-University
583,Marfino,RU,41.0,mist,55.7,37.38,Kardiologicheskiy Sanatornyy Tsentr Peredelkino
584,Matagami,CA,23.0,overcast clouds,49.75,-77.63,Hôtel Matagami
585,Tarime,TZ,69.44,broken clouds,-1.35,34.37,Kifa Best Point Hotel
586,Aksu,CN,51.85,clear sky,41.12,80.26,Pudong Holiday Hotel
587,Saint-Avold,FR,64.0,overcast clouds,49.1,6.7,Hôtel Restaurant Campanile Saint Avold
588,Newala,TZ,71.85,clear sky,-10.94,39.28,Country Lodge
590,Sakakah,SA,66.2,dust,29.97,40.21,Fakhamat Al Orjoana Apartment
591,Puerto Baquerizo Moreno,EC,68.58,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
593,Riyadh,SA,60.8,clear sky,24.69,46.72,InterContinental Riyadh
594,Lagoa,PT,61.92,few clouds,39.05,-27.98,Casa Das Faias
595,Mount Pleasant,US,62.01,clear sky,32.79,-79.86,Best Western Patriots Point
598,Taoudenni,ML,73.4,overcast clouds,22.68,-3.98,
599,Villa Carlos Paz,AR,62.01,clear sky,-31.42,-64.5,Monte Carlo
600,Jalpan,MX,58.39,scattered clouds,21.23,-99.48,Hotel Mision Jalpan
601,Svetlogorsk,BY,42.22,overcast clouds,52.63,29.73,Hotel Svetlogorsk JBIK
602,Atasu,KZ,42.08,overcast clouds,48.68,71.64,Dostyk
603,Sucua,EC,67.48,overcast clouds,-2.47,-78.17,Hotel Barza
604,Mwinilunga,ZM,66.38,scattered clouds,-11.74,24.43,Kwakuwahi Lodge
606,Buenos Aires,AR,66.2,clear sky,-34.61,-58.38,Gran Hotel Argentino
607,Thunder Bay,CA,26.6,overcast clouds,48.4,-89.32,Victoria Inn Hotel and Convention Centre
608,Chiriguana,CO,73.58,light rain,9.36,-73.6,Zapatosa Red Turística
609,Kikwit,CD,70.32,light rain,-5.04,18.82,Centre D'Accueil Protestant
610,Komsomolskiy,UZ,53.6,scattered clouds,40.43,71.72,Ikathouse
611,Sindou,BF,71.44,clear sky,10.67,-5.17,LERABA HOTEL
612,Huambo,AO,63.19,broken clouds,-12.78,15.74,SiSHotel
613,Batsfjord,NO,42.8,broken clouds,70.63,29.72,Adventure Apartements
615,Coronel Bogado,PY,60.3,clear sky,-27.18,-56.3,Ganaderia ATASA
616,Jackson,US,59.0,clear sky,42.42,-122.83,Agate Village Apartments
617,Segezha,RU,33.03,overcast clouds,63.74,34.32,Sampo Hotel
621,Sept-Iles,CA,39.2,light rain,50.2,-66.38,Comfort Inn
622,Nioro,GM,74.98,clear sky,13.35,-15.75,
623,Svetlaya,RU,47.23,few clouds,46.54,138.33,
625,Khovu-Aksy,RU,29.5,overcast clouds,51.13,93.6,
626,Baker City,US,37.4,clear sky,44.77,-117.83,Bridge Street Inn
628,Waddan,LY,54.97,clear sky,29.16,16.14,محل الشريف محمد العايب
629,Manturovo,RU,28.67,few clouds,58.34,44.76,ProstoХостел
631,Bay-Khaak,RU,30.79,overcast clouds,51.17,94.5,
632,Kaeo,NZ,71.01,overcast clouds,-35.1,173.78,Bushido Lodge
635,Mandurah,AU,70.0,light rain,-32.55,115.7,Atrium Hotel Mandurah
636,Praia Da Vitoria,PT,62.6,broken clouds,38.73,-27.07,Hotel Branco I
637,Mochudi,BW,59.0,clear sky,-24.42,26.15,Motsile BigMots' Place
638,Cordoba,AR,62.01,clear sky,-31.41,-64.18,Sheraton Cordoba Hotel
640,Vanino,RU,46.85,overcast clouds,49.09,140.25,Гостиница 5 Звезд
641,Paamiut,GL,26.37,scattered clouds,61.99,-49.67,Yeet Hotel
643,Elizabeth City,US,57.2,clear sky,36.29,-76.25,Hampton Inn Elizabeth City
644,Minsk,BY,41.0,broken clouds,53.9,27.57,Minsk Hotel
646,Launceston,AU,69.01,scattered clouds,-41.45,147.17,Hotel Grand Chancellor Launceston
647,Foumban,CM,62.78,light rain,5.73,10.9,Hotel Pekassa De Karche
648,Lerwick,GB,50.0,scattered clouds,60.15,-1.15,The Lerwick Hotel
652,Saint-Augustin,CA,39.81,overcast clouds,51.23,-58.65,
653,Nanjing,CN,71.6,haze,32.06,118.78,东方珍珠饭店
654,Yangambi,CD,70.83,overcast clouds,0.81,24.43,
655,Marshfield,US,25.0,clear sky,44.67,-90.17,Holiday Inn Conference Ctr Marshfield
656,Havelock,US,57.99,clear sky,34.88,-76.9,Sherwood Motel
657,Talara,PE,62.82,overcast clouds,-4.58,-81.27,Hostal Oro Negro
660,Punta Alta,AR,60.03,clear sky,-38.88,-62.07,Center Hotel Punta Alta
662,Villaviciosa,ES,64.0,scattered clouds,43.48,-5.44,Hotel Carlos I
664,Santa Rosalia,MX,74.41,clear sky,27.32,-112.28,Hotel Las Casitas Santa Rosalia
665,Itoigawa,JP,59.0,light rain,37.03,137.85,Hotel Route Inn Itoigawa
666,Bongandanga,CD,70.07,overcast clouds,1.5,21.05,
667,Ola,RU,32.5,overcast clouds,59.58,151.28,
668,Santa Cruz,BO,68.68,scattered clouds,-17.8,-63.17,Hotel Cortez
669,Wajima,JP,57.2,light intensity shower rain,37.4,136.9,Wajiima Onsen Yashio
674,Saint-Ambroise,CA,39.2,moderate rain,48.55,-71.33,Motel Saint-Ambroise
675,Yenagoa,NG,74.95,overcast clouds,4.92,6.26,Amba Hotels Limited
677,Tsabong,BW,71.06,clear sky,-26.02,22.4,Springbok Motel
680,Ewo,CG,71.8,moderate rain,-0.87,14.82,Residence Elonda Ewo
681,Ippy,CF,69.87,overcast clouds,6.27,21.22,
683,Mata,PT,59.0,overcast clouds,40.68,-7.46,Solar dos Pedrosos
684,Tarko-Sale,RU,27.09,overcast clouds,64.92,77.78,Yubileynaya
685,Portland,US,55.99,clear sky,45.52,-122.68,The Bidwell Marriott Portland
686,Belogorsk,RU,28.18,overcast clouds,50.92,128.46,Hotel Malina
687,Crotone,IT,62.87,broken clouds,39.09,17.12,Helios Hotel
690,Sudak,UA,54.14,broken clouds,44.85,34.97,Solari Beach
692,Tukrah,LY,69.22,broken clouds,32.53,20.58,استراحة لاقروتا
693,Santiago De Cao,PE,60.8,overcast clouds,-7.96,-79.24,Villa Konecta - Alojamiento Familiar
695,Chapleau,CA,17.19,overcast clouds,47.84,-83.4,Nemegosenda Lake Lodge
696,Hualmay,PE,59.95,few clouds,-11.1,-77.61,Hotel Restaurant Turístico Casablanca
697,Motril,ES,61.0,clear sky,36.75,-3.52,Elba Motril Hotel Beach & Business Hotel
698,Bantou,CN,67.46,broken clouds,26.22,117.49,
701,Dongsheng,CN,38.34,clear sky,39.82,109.98,Crowne Plaza Ordos
702,Gebre Guracha,ET,54.7,clear sky,9.8,38.4,Brehan Cafe
703,Ono,JP,62.6,light intensity shower rain,34.85,134.93,オーラ 小野店
708,Hofn,IS,35.47,clear sky,64.25,-15.21,Hótel Höfn
709,Outlook,CA,46.4,broken clouds,51.5,-107.05,Red Wheel Motel
710,Dossor,KZ,53.83,clear sky,47.53,52.98,"Gostinitsa Orpk ""Nauryz"""
711,Sawtell,AU,69.8,broken clouds,-30.38,153.1,Boambee Waters Caravan Park
